"favorite","CEFR-A1,KaoYa"
"cheese","CEFR-A1"
"short","CEFR-A1"
"bank","CEFR-A1"
"take","CEFR-A1"
"baby","CEFR-A1"
"basketball","CEFR-A1"
"classroom","CEFR-A1"
"write","CEFR-A1"
"good","CEFR-A1"
"hat","CEFR-A1"
"paper","CEFR-A1"
"coffee","CEFR-A1"
"tall","CEFR-A1"
"money","CEFR-A1"
"writing","CEFR-A1,CET4"
"wash","CEFR-A1"
"no","CEFR-A1"
"boot","CEFR-A1,CET4,IELTS,KaoYa"
"read","CEFR-A1"
"cake","CEFR-A1"
"home","CEFR-A1"
"adult","CEFR-A1,CET4,KaoYa"
"baseball","CEFR-A1,CET4,KaoYa"
"city","CEFR-A1"
"die","CEFR-A1,GRE"
"dress","CEFR-A1"
"chocolate","CEFR-A1"
"slow","CEFR-A1"
"dollar","CEFR-A1"
"reading","CEFR-A1"
"use","CEFR-A1"
"business","CEFR-A1"
"cell phone","CEFR-A1"
"dancing","CEFR-A1"
"begin","CEFR-A1"
"travel","CEFR-A1"
"computer","CEFR-A1"
"sport","CEFR-A1,GRE"
"board","CEFR-A1,CET4,IELTS,TOEFL"
"quarter","CEFR-A1"
"teach","CEFR-A1"
"sorry","CEFR-A1"
"clean","CEFR-A1"
"blouse","CEFR-A1,KaoYa"
"then","CEFR-A1"
"ask","CEFR-A1"
"young","CEFR-A1"
"breakfast","CEFR-A1"
"same","CEFR-A1"
"bed","CEFR-A1"
"show","CEFR-A1"
"CD player","CEFR-A1"
"game","CEFR-A1"
"refrigerator","CEFR-A1,CET4,IELTS"
"year","CEFR-A1"
"people","CEFR-A1"
"swim","CEFR-A1"
"brown","CEFR-A1"
"banana","CEFR-A1"
"safe","CEFR-A1"
"window","CEFR-A1"
"make","CEFR-A1"
"only","CEFR-A1"
"football","CEFR-A1"
"doctor","CEFR-A1"
"weekend","CEFR-A1"
"study","CEFR-A1"
"dear","CEFR-A1"
"blue","CEFR-A1"
"tooth","CEFR-A1"
"sometimes","CEFR-A1"
"tell","CEFR-A1"
"slim","CEFR-A1,CET4,IELTS,KaoYa"
"apple","CEFR-A1"
"right","CEFR-A1,SAT"
"wall","CEFR-A1"
"give","CEFR-A1"
"player","CEFR-A1"
"doll","CEFR-A1"
"nationality","CEFR-A1,CET4,IELTS,KaoYa,SAT"
"week","CEFR-A1"
"sing","CEFR-A1"
"black","CEFR-A1"
"nose","CEFR-A1"
"p.m.","CEFR-A1"
"old","CEFR-A1"
"sugar","CEFR-A1,SAT"
"ready","CEFR-A1,GRE"
"toilet","CEFR-A1"
"find","CEFR-A1"
"dad","CEFR-A1"
"often","CEFR-A1"
"big","CEFR-A1"
"mouth","CEFR-A1"
"photo","CEFR-A1"
"soup","CEFR-A1"
"quick","CEFR-A1"
"table","CEFR-A1,GRE,SAT"
"do","CEFR-A1"
"now","CEFR-A1"
"box","CEFR-A1"
"Wednesday","CEFR-A1"
"ride","CEFR-A1"
"not","CEFR-A1"
"bookstore","CEFR-A1,TOEFL"
"station","CEFR-A1,TOEFL"
"waitress","CEFR-A1"
"TV","CEFR-A1"
"remember","CEFR-A1"
"leg","CEFR-A1,SAT"
"say","CEFR-A1"
"page","CEFR-A1"
"salt","CEFR-A1,SAT"
"bag","CEFR-A1"
"teacher","CEFR-A1"
"swimming pool","CEFR-A1"
"Thursday","CEFR-A1"
"play","CEFR-A1"
"funny","CEFR-A1"
"foot","CEFR-A1"
"bottom","CEFR-A1"
"meat","CEFR-A1"
"living room","CEFR-A1"
"bat","CEFR-A1,CET4,KaoYa"
"shopping","CEFR-A1"
"ticket","CEFR-A1"
"Tuesday","CEFR-A1"
"practice","CEFR-A1"
"fine","CEFR-A1"
"bad","CEFR-A1"
"head","CEFR-A1"
"fat","CEFR-A1,SAT"
"newspaper","CEFR-A1"
"rice","CEFR-A1"
"room","CEFR-A1"
"hungry","CEFR-A1"
"face","CEFR-A1,SAT"
"never","CEFR-A1"
"talk","CEFR-A1"
"kitchen","CEFR-A1"
"ball","CEFR-A1"
"waiter","CEFR-A1"
"thing","CEFR-A1"
"time","CEFR-A1"
"hand","CEFR-A1"
"invite","CEFR-A1"
"movie","CEFR-A1"
"milk","CEFR-A1,GRE"
"museum","CEFR-A1,CET4"
"carry","CEFR-A1,IELTS"
"family","CEFR-A1"
"eraser","CEFR-A1"
"supermarket","CEFR-A1,KaoYa"
"Sunday","CEFR-A1"
"pay","CEFR-A1"
"guitar","CEFR-A1,CET4,KaoYa"
"wife","CEFR-A1"
"wine","CEFR-A1"
"store","CEFR-A1"
"September","CEFR-A1"
"famous","CEFR-A1"
"eye","CEFR-A1"
"how","CEFR-A1"
"butter","CEFR-A1,TOEFL"
"key","CEFR-A1,SAT"
"wait","CEFR-A1"
"that","CEFR-A1"
"from","CEFR-A1"
"my","CEFR-A1"
"between","CEFR-A1"
"much","CEFR-A1"
"can","CEFR-A1"
"for","CEFR-A1"
"more","CEFR-A1"
"our","CEFR-A1"
"its","CEFR-A1"
"before","CEFR-A1"
"his","CEFR-A1"
"at","CEFR-A1"
"her","CEFR-A1"
"many","CEFR-A1"
"any","CEFR-A1"
"every","CEFR-A1"
"each","CEFR-A1"
"after","CEFR-A1"
"both","CEFR-A1"
"something","CEFR-A1"
"an","CEFR-A1"
"a","CEFR-A1"
"what","CEFR-A1"
"some","CEFR-A1"
"all","CEFR-A1"
"you","CEFR-A1"
"who","CEFR-A1"
"we","CEFR-A1"
"with","CEFR-A1"
"us","CEFR-A1"
"they","CEFR-A1"
"under","CEFR-A1"
"thanks","CEFR-A1"
"oh","CEFR-A1"
"on","CEFR-A1"
"them","CEFR-A1"
"of","CEFR-A1"
"thank you","CEFR-A1"
"please","CEFR-A1"
"hi","CEFR-A1"
"hello","CEFR-A1"
"goodbye","CEFR-A1"
"she","CEFR-A1"
"it","CEFR-A1,CEFR-A2"
"bye","CEFR-A1"
"good night","CEFR-A1"
"near","CEFR-A1"
"me","CEFR-A1"
"good morning","CEFR-A1"
"into","CEFR-A1"
"I","CEFR-A1"
"good evening","CEFR-A1"
"inside","CEFR-A1"
"will","CEFR-A1"
"him","CEFR-A1"
"cannot","CEFR-A1"
"good afternoon","CEFR-A1"
"in","CEFR-A1"
"he","CEFR-A1"
"behind","CEFR-A1"
"your","CEFR-A1"
"which","CEFR-A1"
"anything","CEFR-A1"
"this","CEFR-A1"
"those","CEFR-A1"
"until","CEFR-A1"
"than","CEFR-A1"
"these","CEFR-A1"
"past","CEFR-A1"
"their","CEFR-A1"
"the","CEFR-A1"
"other","CEFR-A1"
"couch","CEFR-A2,KaoYa"
"million","CEFR-A2"
"seventy","CEFR-A2"
"zero","CEFR-A2,SAT"
"so","CEFR-A2"
"eighth","CEFR-A2"
"eighty","CEFR-A2"
"fifth","CEFR-A2"
"fifty","CEFR-A2"
"forty","CEFR-A2"
"fourth","CEFR-A2"
"hundred","CEFR-A2"
"if","CEFR-A2"
"ninety","CEFR-A2"
"ninth","CEFR-A2"
"seventh","CEFR-A2"
"sixth","CEFR-A2"
"sixty","CEFR-A2"
"third","CEFR-A2"
"thirty","CEFR-A2"
"thousand","CEFR-A2"
"while","CEFR-A2"
"advertisement","CEFR-A2,CET4,IELTS"
"exam","CEFR-A2"
"graduate","CEFR-A2,CET4,CET6,IELTS,KaoYa,SAT"
"guy","CEFR-A2,CET4,KaoYa"
"kid","CEFR-A2,CET4,KaoYa"
"granddad","CEFR-A2"
"grandma","CEFR-A2"
"grandpa","CEFR-A2"
"granny","CEFR-A2"
"telephone","CEFR-A2"
"dancer","CEFR-A2"
"painter","CEFR-A2,CET4"
"poster","CEFR-A2,GRE,KaoYa,TOEFL"
"sweater","CEFR-A2"
"teenager","CEFR-A2,CET4,KaoYa"
"beginner","CEFR-A2"
"customer","CEFR-A2"
"runner","CEFR-A2,GMAT"
"winner","CEFR-A2"
"MP3 player","CEFR-A2"
"printer","CEFR-A2"
"speaker","CEFR-A2"
"passenger","CEFR-A2"
"scooter","CEFR-A2"
"cleaner","CEFR-A2"
"farmer","CEFR-A2"
"manager","CEFR-A2"
"worker","CEFR-A2"
"painting","CEFR-A2"
"meeting","CEFR-A2"
"spelling","CEFR-A2,CET4"
"apartment building","CEFR-A2"
"banking","CEFR-A2"
"walking","CEFR-A2"
"fishing","CEFR-A2"
"running","CEFR-A2"
"sailing","CEFR-A2"
"camping","CEFR-A2"
"sightseeing","CEFR-A2,CET4,CET6,KaoYa"
"identification","CEFR-A2,CET6,GMAT,IELTS,KaoYa,TOEFL"
"information","CEFR-A2"
"invitation","CEFR-A2,CET4,KaoYa,TOEFL"
"examination","CEFR-A2"
"competition","CEFR-A2,CET4,CET6,IELTS"
"occupation","CEFR-A2,CET4,CET6,GMAT,GRE,IELTS,KaoYa"
"tourist","CEFR-A2"
"electricity","CEFR-A2,CET4,CET6,GMAT,TOEFL"
"elevator","CEFR-A2,CET4,KaoYa"
"visitor","CEFR-A2"
"bear","CEFR-A2"
"chicken","CEFR-A2"
"dinosaur","CEFR-A2,GMAT,KaoYa,TOEFL"
"duck","CEFR-A2"
"elephant","CEFR-A2"
"insect","CEFR-A2,CET4,CET6,KaoYa,TOEFL"
"lion","CEFR-A2"
"monkey","CEFR-A2"
"mouse","CEFR-A2"
"rabbit","CEFR-A2,KaoYa"
"rat","CEFR-A2,CET4,KaoYa"
"snake","CEFR-A2"
"cartoon","CEFR-A2,CET4,GRE"
"channel","CEFR-A2,CET4,IELTS,KaoYa,TOEFL"
"clown","CEFR-A2"
"comic","CEFR-A2,CET6,GRE,IELTS,KaoYa,TOEFL"
"concert","CEFR-A2,GMAT,IELTS,TOEFL"
"drum","CEFR-A2,CET4,IELTS,KaoYa"
"instrument","CEFR-A2,CET4,CET6,GMAT,IELTS,KaoYa,SAT,TOEFL"
"keyboard","CEFR-A2,CET4,KaoYa"
"magazine","CEFR-A2"
"photograph","CEFR-A2,TOEFL"
"piano","CEFR-A2"
"program","CEFR-A2"
"song","CEFR-A2"
"stage","CEFR-A2,IELTS,TOEFL"
"star","CEFR-A2"
"violin","CEFR-A2,CET4,KaoYa"
"art","CEFR-A2"
"hip-hop","CEFR-A2"
"jazz","CEFR-A2,CET4,KaoYa"
"photography","CEFR-A2,IELTS,SAT"
"pop","CEFR-A2,GRE,KaoYa"
"rap","CEFR-A2,CET6,KaoYa"
"rock","CEFR-A2"
"opera","CEFR-A2,CET4,KaoYa"
"accident","CEFR-A2,CET4,CET6,TOEFL"
"brain","CEFR-A2"
"finger","CEFR-A2"
"headache","CEFR-A2"
"heart","CEFR-A2"
"neck","CEFR-A2"
"stomach","CEFR-A2,GRE"
"toe","CEFR-A2,KaoYa"
"blood","CEFR-A2"
"health","CEFR-A2"
"bandage","CEFR-A2,CET6,KaoYa"
"birth","CEFR-A2"
"medicine","CEFR-A2"
"pain","CEFR-A2"
"stomachache","CEFR-A2"
"toothache","CEFR-A2"
"hurt","CEFR-A2"
"belt","CEFR-A2,IELTS,TOEFL"
"bracelet","CEFR-A2,GRE"
"cap","CEFR-A2,IELTS"
"earring","CEFR-A2,GRE"
"glove","CEFR-A2,CET4,IELTS,KaoYa"
"necklace","CEFR-A2,KaoYa"
"pocket","CEFR-A2"
"raincoat","CEFR-A2"
"ring","CEFR-A2"
"scarf","CEFR-A2,KaoYa,TOEFL"
"sneaker","CEFR-A2,TOEFL"
"sock","CEFR-A2,GRE"
"suit","CEFR-A2"
"swimsuit","CEFR-A2"
"tie","CEFR-A2,GRE"
"umbrella","CEFR-A2,CET4"
"jewelry","CEFR-A2,KaoYa,TOEFL"
"shorts","CEFR-A2"
"sunglasses","CEFR-A2"
"tights","CEFR-A2"
"capital letter","CEFR-A2"
"card","CEFR-A2"
"document","CEFR-A2,CET4,GRE,IELTS,KaoYa"
"envelope","CEFR-A2,GMAT,TOEFL"
"file","CEFR-A2,GMAT,GRE,KaoYa"
"form","CEFR-A2,IELTS"
"ID card","CEFR-A2"
"license","CEFR-A2,CET4,IELTS,KaoYa,SAT,TOEFL"
"list","CEFR-A2,GRE"
"notebook","CEFR-A2,CET4"
"notice","CEFR-A2"
"offer","CEFR-A2,TOEFL"
"postcard","CEFR-A2,TOEFL"
"sign","CEFR-A2"
"stamp","CEFR-A2,IELTS"
"story","CEFR-A2"
"verb","CEFR-A2"
"advice","CEFR-A2,IELTS"
"grammar","CEFR-A2,CET4,KaoYa"
"mail","CEFR-A2,TOEFL"
"news","CEFR-A2"
"chat","CEFR-A2"
"ID","CEFR-A2"
"vocabulary","CEFR-A2,CET4,KaoYa,SAT"
"directions","CEFR-A2"
"pray","CEFR-A2,CET4,KaoYa"
"describe","CEFR-A2,CET4,CET6,IELTS,KaoYa"
"discuss","CEFR-A2"
"mean","CEFR-A2,GRE,SAT"
"print","CEFR-A2"
"put","CEFR-A2"
"thank","CEFR-A2"
"agree","CEFR-A2"
"explain","CEFR-A2"
"guess","CEFR-A2"
"shout","CEFR-A2"
"spell","CEFR-A2,GRE"
"police","CEFR-A2"
"centimeter","CEFR-A2,KaoYa"
"circle","CEFR-A2,IELTS,SAT"
"degree","CEFR-A2,SAT,TOEFL"
"gram","CEFR-A2,CET4,KaoYa"
"kilo","CEFR-A2"
"kilogram","CEFR-A2"
"kilometer","CEFR-A2"
"liter","CEFR-A2,CET4,KaoYa"
"meter","CEFR-A2"
"piece","CEFR-A2"
"size","CEFR-A2"
"square","CEFR-A2,GRE,SAT,TOEFL"
"cream","CEFR-A2"
"pink","CEFR-A2"
"purple","CEFR-A2,CET4,KaoYa,TOEFL"
"temperature","CEFR-A2,SAT"
"left","CEFR-A2"
"blackboard","CEFR-A2"
"diploma","CEFR-A2,CET6,GMAT,IELTS,KaoYa"
"exercise","CEFR-A2"
"grade","CEFR-A2"
"mark","CEFR-A2"
"project","CEFR-A2,CET4,CET6,GMAT,IELTS,KaoYa,TOEFL"
"schedule","CEFR-A2,CET4,CET6,IELTS,KaoYa,SAT,TOEFL"
"schoolchild","CEFR-A2"
"semester","CEFR-A2,CET4,CET6,IELTS,KaoYa,TOEFL"
"chemistry","CEFR-A2"
"gym","CEFR-A2,CET4,KaoYa"
"history","CEFR-A2"
"math","CEFR-A2"
"physics","CEFR-A2,SAT"
"science","CEFR-A2"
"college","CEFR-A2"
"fail","CEFR-A2"
"pass","CEFR-A2"
"bar","CEFR-A2,GMAT,GRE,IELTS,KaoYa"
"barbecue","CEFR-A2,IELTS,KaoYa,TOEFL"
"bottle","CEFR-A2"
"bowl","CEFR-A2"
"burger","CEFR-A2"
"cafeteria","CEFR-A2,CET6,IELTS,KaoYa,TOEFL"
"cookie","CEFR-A2"
"dish","CEFR-A2"
"fork","CEFR-A2"
"grape","CEFR-A2,CET4,KaoYa"
"main course","CEFR-A2"
"menu","CEFR-A2,CET4"
"mug","CEFR-A2,CET4,KaoYa"
"mushroom","CEFR-A2,CET4,IELTS,KaoYa,TOEFL"
"potato chip","CEFR-A2"
"slice","CEFR-A2,CET4,CET6,GMAT,GRE,IELTS,KaoYa,TOEFL"
"snack","CEFR-A2,CET6,IELTS,KaoYa,TOEFL"
"soft drink","CEFR-A2"
"spoon","CEFR-A2"
"stove","CEFR-A2,CET4,IELTS,KaoYa"
"fast food","CEFR-A2"
"garlic","CEFR-A2,CET4,KaoYa"
"ham","CEFR-A2"
"honey","CEFR-A2,CET4"
"jam","CEFR-A2,KaoYa"
"lemonade","CEFR-A2"
"mineral water","CEFR-A2"
"pasta","CEFR-A2"
"pepper","CEFR-A2,CET4,IELTS,KaoYa,TOEFL"
"toast","CEFR-A2,CET4,KaoYa"
"candy","CEFR-A2,CET4,KaoYa"
"carrot","CEFR-A2,CET4"
"cereal","CEFR-A2,CET6,GMAT,IELTS,KaoYa,SAT,TOEFL"
"cola","CEFR-A2"
"curry","CEFR-A2,IELTS"
"dessert","CEFR-A2,CET4,KaoYa"
"lemon","CEFR-A2,CET4,KaoYa"
"lunchtime","CEFR-A2"
"mango","CEFR-A2"
"melon","CEFR-A2,GRE,KaoYa"
"oil","CEFR-A2"
"onion","CEFR-A2,CET4,KaoYa"
"pear","CEFR-A2"
"salad","CEFR-A2,CET4,KaoYa"
"sauce","CEFR-A2,CET4,KaoYa,TOEFL"
"sausage","CEFR-A2,CET4,IELTS,KaoYa"
"steak","CEFR-A2,KaoYa"
"supper","CEFR-A2"
"yogurt","CEFR-A2,TOEFL"
"sweets","CEFR-A2"
"bake","CEFR-A2,CET4,TOEFL"
"roast","CEFR-A2,CET4,IELTS,KaoYa"
"apartment","CEFR-A2,CET4,CET6,KaoYa,TOEFL"
"armchair","CEFR-A2"
"blanket","CEFR-A2,CET4,IELTS,KaoYa,TOEFL"
"bookshelf","CEFR-A2"
"cabinet","CEFR-A2,CET4,CET6,GMAT,GRE,KaoYa,SAT,TOEFL"
"castle","CEFR-A2"
"ceiling","CEFR-A2"
"center","CEFR-A2,CET4,SAT"
"curtain","CEFR-A2,CET4,IELTS"
"drawer","CEFR-A2,CET4,KaoYa"
"entrance","CEFR-A2,GRE,SAT"
"exit","CEFR-A2"
"garage","CEFR-A2"
"gate","CEFR-A2"
"hall","CEFR-A2,IELTS"
"lamp","CEFR-A2"
"library","CEFR-A2"
"mirror","CEFR-A2,KaoYa,SAT"
"office","CEFR-A2"
"pillow","CEFR-A2,CET4,KaoYa"
"post office","CEFR-A2"
"restroom","CEFR-A2"
"roof","CEFR-A2"
"seat","CEFR-A2"
"shelf","CEFR-A2"
"sink","CEFR-A2"
"sofa","CEFR-A2,KaoYa"
"towel","CEFR-A2,CET4,KaoYa"
"washing machine","CEFR-A2"
"yard","CEFR-A2"
"furniture","CEFR-A2,CET4,CET6,IELTS"
"heat","CEFR-A2,SAT"
"carpet","CEFR-A2,CET4,GMAT"
"stairs","CEFR-A2"
"cent","CEFR-A2"
"euro","CEFR-A2"
"wallet","CEFR-A2,CET6"
"cash","CEFR-A2,CET4,IELTS,KaoYa"
"borrow","CEFR-A2"
